what,kind,bundleId,bundleVersion,description,time
started,bundle,org.codehaus.groovy,1.7.0.xx-20091006-1400-e35,"org.codehaus.groovy",1255632615219
started,bundle,org.codehaus.groovy.eclipse.core,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.core",1255632615219
started,bundle,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.ui",1255632615219
started,bundle,org.eclipse.jdt.core,3.5.1.xx-20091006-1400-e35,"org.eclipse.jdt.core",1255632615221
os,sysinfo,,,"macosx",1255632615225
arch,sysinfo,,,"x86",1255632615225
ws,sysinfo,,,"cocoa",1255632615225
locale,sysinfo,,,"en_US",1255632615225
processors,sysinfo,,,"2",1255632615225
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1255632615225
java.runtime.version,sysinfo,,,"1.5.0_16-b06-284",1255632615225
java.specification.name,sysinfo,,,"Java Platform API Specification",1255632615225
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1255632615225
java.specification.version,sysinfo,,,"1.5",1255632615225
java.vendor,sysinfo,,,"Apple Inc.",1255632615225
java.version,sysinfo,,,"1.5.0_16",1255632615225
java.vm.info,sysinfo,,,"mixed mode",1255632615225
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1255632615225
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1255632615225
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1255632615225
java.vm.specification.version,sysinfo,,,"1.0",1255632615225
java.vm.vendor,sysinfo,,,"Apple Inc.",1255632615225
java.vm.version,sysinfo,,,"1.5.0_16-133",1255632615225
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255632615382
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1255632615566
